BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Monthly IDCW Option	10.2646
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Quarterly IDCW Option	10.4603
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - ANNUAL IDCW OPTION	10.5760
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - GROWTH OPTION	23.7622
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - MONTHLY IDCW OPTION	10.2047
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - QUARTERLY IDCW OPTION	10.2960
	
	
	
CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - GROWTH OPTION	20.2808
CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)	12.2763
CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - GROWTH OPTION	19.1485
CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - IDCW (Payout/Reinvestment)	11.5937
	
	
	
DSP Corporate Bond Fund - Direct - Growth	14.1254
DSP Corporate Bond Fund - Direct - IDCW	11.5337
DSP Corporate Bond Fund - Direct - IDCW - Monthly	10.4626
DSP Corporate Bond Fund - Direct - IDCW - Quarterly 	11.2670
DSP Corporate Bond Fund - Regular - Growth	13.9477
DSP Corporate Bond Fund - Regular - IDCW	11.5002
DSP Corporate Bond Fund - Regular - IDCW - Monthly	10.4428
DSP Corporate Bond Fund - Regular - IDCW - Quarterly 	10.6251
	
	
	
Franklin India Corporate Debt Fund - Direct - Bonus	0.0000
Franklin India Corporate Debt Fund - Direct - GROWTH	92.2424
Franklin India Corporate Debt Fund - Growth	86.0232
Franklin India Corporate Debt Fund - Monthly Bonus	0.0000
Franklin India Corporate Debt Fund - Plan A - Annual - IDCW	16.6423
Franklin India Corporate Debt Fund - Plan A - Direct - Annual - IDCW	18.6423
Franklin India Corporate Debt Fund - Plan A - Direct - Half yearly - IDCW	14.9463
Franklin India Corporate Debt Fund - Plan A - Direct - Monthly - IDCW	16.5802
Franklin India Corporate Debt Fund - Plan A - Direct - Quarterly - IDCW	13.6610
Franklin India Corporate Debt Fund - Plan B - Half yearly - IDCW	13.0264
Franklin India Corporate Debt Fund - Plan B - Monthly - IDCW	14.8566
Franklin India Corporate Debt Fund - Plan B - Quarterly - IDCW	12.1573
	
	
	
HDFC Corporate Bond Fund - Growth Option	28.2189
